,LogR,RF,MLP,SVC
0,0.8869565217391304,0.9043478260869565,0.8695652173913043,0.8608695652173913
1,0.7913043478260869,0.8956521739130435,0.8173913043478261,0.7217391304347827
2,0.8869565217391304,0.9478260869565217,0.8956521739130435,0.7217391304347827
3,0.8434782608695652,0.9043478260869565,0.8695652173913043,0.7304347826086957
4,0.8173913043478261,0.8956521739130435,0.8347826086956521,0.7739130434782608
5,0.9130434782608695,0.9478260869565217,0.9043478260869565,0.8869565217391304
6,0.9304347826086956,0.9478260869565217,0.9130434782608695,0.8434782608695652
7,0.9478260869565217,0.9565217391304348,0.8695652173913043,0.8956521739130435
8,0.8956521739130435,0.9130434782608695,0.8521739130434782,0.7391304347826086
9,0.9478260869565217,0.9565217391304348,0.9565217391304348,0.8
10,0.9478260869565217,0.9652173913043478,0.9478260869565217,0.7130434782608696
11,0.8521739130434782,0.9043478260869565,0.8608695652173913,0.7478260869565218
12,0.9217391304347826,0.9478260869565217,0.9217391304347826,0.8347826086956521
13,0.8521739130434782,0.8695652173913043,0.8521739130434782,0.7217391304347827
14,0.9217391304347826,0.9304347826086956,0.9130434782608695,0.782608695652174
15,0.9304347826086956,0.9478260869565217,0.9217391304347826,0.7565217391304347
16,0.8782608695652174,0.8782608695652174,0.8,0.7304347826086957
17,0.9130434782608695,0.9478260869565217,0.9304347826086956,0.8869565217391304
18,0.9565217391304348,0.9652173913043478,0.9478260869565217,0.9652173913043478
19,0.9304347826086956,0.9565217391304348,0.9304347826086956,0.8956521739130435
20,0.9304347826086956,0.9478260869565217,0.9130434782608695,0.8608695652173913
21,0.9478260869565217,0.9826086956521739,0.9391304347826087,0.9217391304347826
22,0.9304347826086956,0.9565217391304348,0.9391304347826087,0.7130434782608696
23,0.9652173913043478,0.9739130434782609,0.9652173913043478,0.9652173913043478
24,0.9478260869565217,0.9652173913043478,0.9043478260869565,0.9043478260869565
25,0.7913043478260869,0.8521739130434782,0.8260869565217391,0.7217391304347827
