,LogR,RF,MLP,SVC
0,0.9197080291970803,0.9343065693430657,0.9124087591240876,0.7883211678832117
1,0.9781021897810219,0.9708029197080292,0.9781021897810219,0.9781021897810219
2,0.948905109489051,0.9562043795620438,0.9416058394160584,0.8321167883211679
3,0.9197080291970803,0.9197080291970803,0.8905109489051095,0.8686131386861314
4,0.9854014598540146,0.9927007299270073,0.9854014598540146,0.9854014598540146
5,0.9927007299270073,0.9854014598540146,0.9708029197080292,0.9343065693430657
6,0.9708029197080292,0.9927007299270073,0.9854014598540146,0.9343065693430657
7,0.9635036496350365,0.9562043795620438,0.9781021897810219,0.9635036496350365
8,0.9781021897810219,0.9781021897810219,0.9854014598540146,0.9854014598540146
9,0.9124087591240876,0.9197080291970803,0.927007299270073,0.8394160583941606
10,0.9124087591240876,0.927007299270073,0.9197080291970803,0.8102189781021898
11,0.9197080291970803,0.927007299270073,0.8832116788321168,0.8321167883211679
12,0.9781021897810219,0.9854014598540146,0.9927007299270073,0.9781021897810219
13,0.9781021897810219,0.9854014598540146,0.9708029197080292,0.9781021897810219
14,0.9927007299270073,0.9854014598540146,0.9854014598540146,0.9927007299270073
15,0.9854014598540146,0.9927007299270073,0.9781021897810219,0.9854014598540146
16,0.9635036496350365,0.9635036496350365,0.9635036496350365,0.9343065693430657
17,0.9416058394160584,0.9562043795620438,1.0,0.927007299270073
18,0.9708029197080292,0.9635036496350365,0.948905109489051,0.948905109489051
19,0.9635036496350365,0.9562043795620438,0.9197080291970803,0.8613138686131386
20,0.9781021897810219,0.9781021897810219,0.9781021897810219,0.9854014598540146
21,0.9854014598540146,0.9854014598540146,0.9781021897810219,0.9708029197080292
22,0.9854014598540146,0.948905109489051,0.9708029197080292,0.9781021897810219
23,0.9635036496350365,0.948905109489051,0.9708029197080292,0.9635036496350365
24,0.9927007299270073,0.9854014598540146,1.0,0.9781021897810219
25,0.9562043795620438,0.9635036496350365,0.927007299270073,0.8832116788321168
26,0.927007299270073,0.9635036496350365,0.927007299270073,0.8905109489051095
27,0.9562043795620438,0.9562043795620438,0.9635036496350365,0.948905109489051
28,0.9343065693430657,0.9416058394160584,0.9343065693430657,0.9343065693430657
29,0.9708029197080292,0.9781021897810219,0.9562043795620438,0.9635036496350365
30,0.948905109489051,0.9562043795620438,0.9416058394160584,0.9416058394160584
31,0.9635036496350365,0.9854014598540146,0.9927007299270073,0.8759124087591241
32,0.9854014598540146,0.9781021897810219,0.9708029197080292,0.9854014598540146
33,0.9781021897810219,0.9635036496350365,0.9635036496350365,0.9781021897810219
34,0.9708029197080292,0.9708029197080292,0.9708029197080292,0.9708029197080292
35,0.9635036496350365,0.9708029197080292,0.9562043795620438,0.9781021897810219
36,0.948905109489051,0.9562043795620438,0.9562043795620438,0.9051094890510949
37,0.948905109489051,0.9854014598540146,0.9562043795620438,0.9124087591240876
38,0.9635036496350365,0.948905109489051,0.9708029197080292,0.8686131386861314
39,0.9781021897810219,0.9781021897810219,0.9927007299270073,0.9635036496350365
40,0.9854014598540146,0.9854014598540146,0.9781021897810219,0.9854014598540146
41,0.9781021897810219,0.948905109489051,0.9416058394160584,0.948905109489051
42,0.9708029197080292,0.9708029197080292,0.9635036496350365,0.927007299270073
43,0.9124087591240876,0.927007299270073,0.8905109489051095,0.8467153284671532
44,0.9781021897810219,0.9854014598540146,0.9854014598540146,0.9781021897810219
45,0.9635036496350365,0.9343065693430657,0.927007299270073,0.7007299270072993
46,0.9416058394160584,0.9416058394160584,0.9635036496350365,0.9124087591240876
47,0.9781021897810219,0.9708029197080292,1.0,0.9781021897810219
48,0.9781021897810219,0.9781021897810219,0.9854014598540146,0.9854014598540146
49,0.9562043795620438,0.9416058394160584,0.9416058394160584,0.927007299270073
50,0.948905109489051,0.948905109489051,0.9343065693430657,0.927007299270073
51,0.9708029197080292,0.9635036496350365,0.948905109489051,0.9416058394160584
52,0.9416058394160584,0.927007299270073,0.927007299270073,0.927007299270073
53,0.948905109489051,0.9635036496350365,0.8978102189781022,0.8978102189781022
54,0.9854014598540146,0.9635036496350365,0.9562043795620438,0.9854014598540146
55,0.9708029197080292,0.9635036496350365,0.9562043795620438,0.9562043795620438
56,0.9927007299270073,0.9854014598540146,0.9781021897810219,0.9927007299270073
57,0.9781021897810219,1.0,0.9927007299270073,0.9708029197080292
58,0.9708029197080292,0.9708029197080292,0.948905109489051,0.9781021897810219
59,0.9927007299270073,0.9781021897810219,0.9927007299270073,0.9854014598540146
60,0.9854014598540146,0.9708029197080292,0.9781021897810219,0.9781021897810219
61,0.9708029197080292,0.9562043795620438,0.9562043795620438,0.9708029197080292
62,0.9416058394160584,0.9635036496350365,0.9562043795620438,0.9343065693430657
63,0.9416058394160584,0.9343065693430657,0.8832116788321168,0.8759124087591241
64,0.9927007299270073,0.9781021897810219,0.9854014598540146,0.9927007299270073
65,0.9051094890510949,0.9416058394160584,0.927007299270073,0.7883211678832117
66,0.9854014598540146,0.9854014598540146,0.9708029197080292,0.9854014598540146
67,0.9781021897810219,0.9854014598540146,0.9781021897810219,0.9635036496350365
68,0.9781021897810219,0.9708029197080292,0.9781021897810219,0.9562043795620438
69,0.9562043795620438,0.9562043795620438,0.9562043795620438,0.9416058394160584
70,0.9197080291970803,0.9416058394160584,0.9343065693430657,0.7737226277372263
71,0.9854014598540146,0.9927007299270073,0.9781021897810219,0.9927007299270073
72,0.948905109489051,0.9343065693430657,0.948905109489051,0.948905109489051
73,0.9343065693430657,0.9197080291970803,0.9197080291970803,0.9416058394160584
74,0.9343065693430657,0.9197080291970803,0.9197080291970803,0.8905109489051095
75,0.9562043795620438,0.9708029197080292,0.9635036496350365,0.9416058394160584
76,0.9781021897810219,0.9927007299270073,0.9854014598540146,0.9708029197080292
77,0.9562043795620438,0.9708029197080292,0.9854014598540146,0.9562043795620438
78,0.9635036496350365,0.9562043795620438,0.9562043795620438,0.9708029197080292
79,0.927007299270073,0.9562043795620438,0.9343065693430657,0.9562043795620438
80,0.948905109489051,0.9416058394160584,0.9781021897810219,0.9416058394160584
81,0.9562043795620438,0.9781021897810219,0.9416058394160584,0.8978102189781022
82,0.9197080291970803,0.9124087591240876,0.8759124087591241,0.6788321167883211
83,0.9708029197080292,0.9854014598540146,0.9708029197080292,0.9781021897810219
84,0.9708029197080292,0.9635036496350365,0.9781021897810219,0.9343065693430657
85,0.9416058394160584,0.948905109489051,0.927007299270073,0.9197080291970803
86,0.9927007299270073,0.9927007299270073,0.9854014598540146,0.9927007299270073
87,0.9124087591240876,0.8686131386861314,0.8978102189781022,0.8248175182481752
88,0.9124087591240876,0.948905109489051,0.8905109489051095,0.8029197080291971
89,0.9854014598540146,0.9854014598540146,0.9854014598540146,0.9854014598540146
90,0.948905109489051,0.9562043795620438,0.9416058394160584,0.7956204379562044
91,1.0,0.9854014598540146,1.0,1.0
92,0.9416058394160584,0.9416058394160584,0.8759124087591241,0.8832116788321168
93,0.9635036496350365,0.948905109489051,0.9343065693430657,0.948905109489051
94,0.9927007299270073,1.0,1.0,0.9927007299270073
95,0.9635036496350365,0.9562043795620438,0.9781021897810219,0.9708029197080292
