,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,CAB39L,CAB39L,CAB39L,SH3BGRL2,CAB39L,CAB39L,CAB39L,CAB39L,SH3BGRL2,CAB39L,EHD2,CAB39L,CAB39L,CAB39L,CAB39L,SPTAN1,CAB39L,SH3BGRL2,CAB39L,CAB39L,SH3BGRL2,SH3BGRL2,SH3BGRL2,CAB39L,CAB39L,CAB39L,CAB39L,CAB39L,CAB39L,CAB39L,CAB39L,SH3BGRL2,CAB39L,SH3BGRL2,CAB39L,CAB39L,SH3BGRL2,CAB39L,CAB39L,CAB39L,SH3BGRL2,CAB39L,CAB39L,CAB39L,CAB39L,CAB39L,CAVIN2,SH3BGRL2,CAB39L,CAB39L,PID1,SH3BGRL2,CAB39L,SH3BGRL2,CAB39L,CAB39L,CAB39L,CAB39L,CAB39L,SH3BGRL2,SH3BGRL2,SH3BGRL2,CAB39L,CAB39L,CAB39L,SH3BGRL2,CAB39L,CAB39L,SH3BGRL2,CAB39L,CAB39L,CAB39L,SH3BGRL2,CAB39L,CAB39L,CAB39L,CAB39L,CAB39L,SH3BGRL2,SH3BGRL2,CAB39L,CAB39L,CAB39L,CAB39L,SH3BGRL2,SH3BGRL2,LYVE1,CAB39L,CAB39L,CAB39L,CAB39L,CAB39L,CAB39L,SH3BGRL2,SH3BGRL2,CAB39L,CAB39L,SH3BGRL2,EHD2,SH3BGRL2
1,SH3BGRL2,SH3BGRL2,SH3BGRL2,CAB39L,SH3BGRL2,SH3BGRL2,SH3BGRL2,SH3BGRL2,CAB39L,SH3BGRL2,SH3BGRL2,SH3BGRL2,SH3BGRL2,SH3BGRL2,SH3BGRL2,CAB39L,CAVIN2,SPTAN1,SPTAN1,SH3BGRL2,CAB39L,EHD2,CAB39L,SH3BGRL2,SH3BGRL2,SH3BGRL2,SH3BGRL2,SH3BGRL2,SH3BGRL2,SH3BGRL2,SH3BGRL2,CAB39L,SH3BGRL2,CAB39L,SH3BGRL2,SH3BGRL2,CAB39L,SH3BGRL2,SPTAN1,SH3BGRL2,CAB39L,SH3BGRL2,SH3BGRL2,SH3BGRL2,SH3BGRL2,SH3BGRL2,CAB39L,CAB39L,SH3BGRL2,SH3BGRL2,SH3BGRL2,CAB39L,SH3BGRL2,CAB39L,SH3BGRL2,SH3BGRL2,SH3BGRL2,SH3BGRL2,PID1,CAVIN2,CAB39L,CAB39L,SH3BGRL2,SH3BGRL2,SH3BGRL2,CAB39L,SH3BGRL2,SH3BGRL2,CAB39L,SH3BGRL2,SH3BGRL2,SH3BGRL2,CAB39L,SH3BGRL2,SPTAN1,SH3BGRL2,SH3BGRL2,SH3BGRL2,CAB39L,CAB39L,SH3BGRL2,SH3BGRL2,SH3BGRL2,SH3BGRL2,CAB39L,CAB39L,SH3BGRL2,SH3BGRL2,SH3BGRL2,SH3BGRL2,SH3BGRL2,SH3BGRL2,SH3BGRL2,CAB39L,CAB39L,SPTAN1,SH3BGRL2,CAB39L,SH3BGRL2,CAB39L
2,EHD2,ASPA,CAVIN2,LYVE1,SPTAN1,CAVIN2,CAVIN2,EHD2,CAVIN2,CAVIN2,CAB39L,EHD2,ASPA,CAVIN2,LYVE1,SH3BGRL2,SH3BGRL2,CAB39L,OGN,ASPA,EHD2,CAB39L,EHD2,PID1,ASPA,PID1,ASPA,CAVIN2,CAVIN2,CAVIN2,OGN,CAVIN2,CAVIN2,ASPA,EHD2,PID1,PID1,SPTAN1,SH3BGRL2,SPTAN1,CAVIN2,PID1,EHD2,CAVIN2,PID1,CAVIN2,EHD2,ASPA,PID1,ASPA,ASPA,EHD2,ASPA,CAVIN2,EHD2,CAVIN2,ASPA,SPTAN1,SH3BGRL2,CAB39L,EHD2,CAVIN2,OGN,ASPA,EHD2,PID1,SPTAN1,CAVIN2,EHD2,AKAP12,ASPA,EHD2,PID1,SPTAN1,ASPA,LYVE1,PID1,ASPA,EHD2,ASPA,CAVIN2,CAVIN2,CAVIN2,ASPA,EHD2,CAVIN2,CAB39L,ASPA,ASPA,EHD2,CAVIN2,PID1,CAVIN2,ASPA,CAVIN2,SH3BGRL2,SPTAN1,CAVIN2,LYVE1,ASPA
3,CAVIN2,LYVE1,SPTAN1,ASPA,CAVIN2,SPTAN1,ASPA,LYVE1,ASPA,LYVE1,SORBS3,LYVE1,SPTAN1,ASPA,ASPA,CAVIN2,SPTAN1,PID1,SH3BGRL2,CAVIN2,ASPA,CAVIN2,CAVIN2,CAVIN2,CAVIN2,CAVIN2,CAVIN2,ADH4,ASPA,ASPA,ASPA,SPTAN1,ASPA,CAVIN2,CAVIN2,ASPA,LYVE1,PID1,CAVIN2,CAVIN2,ASPA,LYVE1,CAVIN2,ASPA,CAVIN2,SPTAN1,SH3BGRL2,EHD2,CAVIN2,CAVIN2,CAB39L,ASPA,SPTAN1,ASPA,CAVIN2,ASPA,CAVIN2,PID1,ASPA,EHD2,ASPA,ASPA,ASPA,OGN,CAVIN2,EHD2,LYVE1,SPTAN1,CAVIN2,SERPINC1,SPTAN1,CAVIN2,CAVIN2,MMP14,CAVIN2,CAVIN2,LYVE1,LYVE1,CAVIN2,PID1,ASPA,EHD2,ASPA,LYVE1,CAVIN2,SPTAN1,ASPA,CAVIN2,CAVIN2,CAVIN2,ASPA,SPTAN1,ASPA,CAVIN2,SPTAN1,PID1,CAVIN2,ASPA,CAB39L,SERPINC1
4,SERPINC1,CAVIN2,ASPA,CAVIN2,ASPA,ASPA,ADH4,CAVIN2,DCN,SPTAN1,CAVIN2,CAVIN2,OGN,LYVE1,CAVIN2,ASPA,PID1,CAVIN2,PID1,SPTAN1,LYVE1,ASPA,ASPA,LYVE1,EHD2,SPTAN1,LYVE1,LYVE1,SPTAN1,LYVE1,CAVIN2,PID1,EHD2,EHD2,ASPA,CAVIN2,CAVIN2,CAVIN2,ASPA,ASPA,EHD2,DPT,ASPA,PID1,SPTAN1,ASPA,SPTAN1,CAVIN2,ASPA,OGN,SPTAN1,CAVIN2,CAVIN2,SPTAN1,SPTAN1,SPTAN1,SPTAN1,CAVIN2,SPTAN1,ASPA,CAVIN2,EHD2,PID1,PID1,ASPA,CAVIN2,CAVIN2,EHD2,ASPA,PID1,MMP14,ASPA,ASPA,ASPA,PID1,ASPA,ASPA,CAVIN2,ASPA,CAVIN2,PID1,HPX,EHD2,ADH4,ASPA,PID1,HPX,ADH4,LYVE1,SPTAN1,PID1,ASPA,SPTAN1,EHD2,TOP1,ASPA,LYVE1,SPTAN1,CAVIN2,SPTAN1
5,LYVE1,SPTAN1,LYVE1,EHD2,PID1,EHD2,EHD2,ASPA,SPTAN1,ASPA,PID1,ASPA,CAVIN2,EHD2,EHD2,EHD2,EHD2,ASPA,CAVIN2,EHD2,CAVIN2,CAVIN1,PID1,ASPA,PID1,ASPA,EHD2,EHD2,EHD2,OGN,SPTAN1,ASPA,SPTAN1,SPTAN1,CAVIN1,LYVE1,ASPA,ASPA,MMP14,EHD2,LYVE1,CAVIN2,SPTAN1,EHD2,ASPA,EHD2,PID1,PID1,SPTAN1,LYVE1,CAVIN2,SPTAN1,CDC27,EHD2,ASPA,OGN,EHD2,LYVE1,CAVIN2,SPTAN1,CDC27,SPTAN1,CAVIN2,CAVIN2,SPTAN1,ASPA,ASPA,LYVE1,SPTAN1,OGN,CAVIN2,SPTAN1,OGN,CAVIN2,SH3BGRL2,DCN,CAVIN2,OGN,PID1,EHD2,CDC27,SPTAN1,SPTAN1,CAVIN2,SPTAN1,ASPA,OGN,SPTAN1,OGN,ASPA,LYVE1,LYVE1,EHD2,LYVE1,EHD2,CAVIN2,ASPA,OGN,CAVIN1,LYVE1
6,AGT,PID1,OGN,SPTAN1,EHD2,PID1,SPTAN1,PID1,EHD2,PID1,ASPA,SPTAN1,EHD2,PID1,OGN,PID1,ASPA,EHD2,ASPA,GTPBP4,SPTAN1,SPTAN1,SPTAN1,EHD2,SPTAN1,SERPINC1,SPTAN1,ASPA,PID1,SPTAN1,PID1,OGN,PID1,OGN,SPTAN1,SPTAN1,EHD2,LYVE1,PID1,PID1,PID1,ASPA,LYVE1,SPTAN1,OGN,PID1,ASPA,LYVE1,EHD2,VIT,EHD2,SERPINC1,PID1,PID1,PID1,PID1,PID1,MGLL,EHD2,ITIH5,SPTAN1,OGN,LYVE1,SPTAN1,LYVE1,SPTAN1,MGLL,ASPA,PID1,ASPA,EHD2,PID1,SPTAN1,MGLL,LYVE1,SPTAN1,EHD2,EHD2,SPTAN1,SPTAN1,EHD2,LYVE1,PID1,OGN,OGN,EHD2,CAVIN2,DCN,PID1,CAVIN1,EHD2,CAVIN2,PID1,SPTAN1,ASPA,EHD2,CYP4F12,SPTBN1,ASPA,CAVIN2
7,SPTAN1,SERPINA1,KRT74,PID1,CYP4F12,CAVIN1,PID1,SPTAN1,PID1,EHD2,SPTAN1,PID1,PID1,OGN,SPTAN1,LYVE1,TNXB,CDC27,HSPA12B,PID1,PID1,CDC27,HSPA12B,CAVIN1,LYVE1,ADAR,OGN,SPTAN1,SPTBN1,EHD2,EHD2,EHD2,LYVE1,PID1,LYVE1,EHD2,SPTAN1,AKAP12,SPTBN1,LYVE1,ADH4,OGN,PID1,CDC27,LYVE1,LYVE1,CAVIN1,SPTAN1,LYVE1,SPTAN1,SPTBN1,HPX,SERPINC1,AKAP12,ITIH5,EHD2,LYVE1,ASPA,MYBBP1A,TUB,AKAP12,CDC27,SPTAN1,LYVE1,PID1,SOD3,EHD2,OGN,CDC27,SPTAN1,SOD3,DCN,IL33,CDC27,EHD2,PID1,SPTAN1,SPTAN1,LYVE1,LYVE1,CYP4F12,ASPA,LYVE1,CDC27,SPTBN1,LYVE1,PID1,EHD2,EHD2,SERPINC1,DCN,CAVIN1,LYVE1,PID1,HSPA12B,CYP4F12,EHD2,EHD2,SPTAN1,HPX
8,ASPA,EHD2,EHD2,HPX,SCARA5,LYVE1,LYVE1,HPX,CYP4F12,CDC27,TNXB,HPX,LYVE1,SPTAN1,PID1,OGN,NSUN2,LYVE1,LYVE1,OGN,ATP6V1C1,PID1,CAVIN1,SPTAN1,CDC27,HPX,PID1,PID1,LYVE1,PID1,PODN,DCN,MMP14,LYVE1,PID1,CAVIN1,HPX,MGLL,CDC27,CDC27,SPTAN1,GTPBP4,SPTBN1,LYVE1,EHD2,ALB,ITIH5,ADH1B,DCN,EHD2,ALB,PID1,EHD2,LYVE1,LYVE1,LYVE1,CAVIN1,EHD2,LYVE1,PID1,PID1,PID1,EHD2,MMP14,CAVIN1,LYVE1,PID1,PID1,LYVE1,TF,PID1,BCKDHA,EHD2,ITIH5,OGN,HPX,SPTBN1,PID1,AKAP12,AKAP12,BCKDHA,PID1,OGN,EHD2,SERPINC1,AKAP12,EHD2,PID1,SPTBN1,HPX,SPTAN1,EHD2,OGN,OGN,MAPK3,MMP14,PID1,LYVE1,HPX,EHD2
9,HPX,HPX,HSPA12B,ADH4,LYVE1,CD34,CDC27,OGN,LYVE1,GTPBP4,SPTBN1,CAVIN1,CFD,CAVIN1,DPT,GTPBP4,ITIH5,VIT,EHD2,LYVE1,DCN,LYVE1,LYVE1,ADH4,OGN,EHD2,MGLL,HPX,CAVIN1,SELENBP1,LYVE1,LYVE1,ITIH5,CDC27,SPTBN1,NFIA,OGN,OGN,KRT74,SPTBN1,CDC27,DCN,ADH4,DCN,MMP14,SERPINC1,KRT74,CYP4F12,OGN,MMP14,TMOD2,LYVE1,HPX,RECK,OGN,AKAP12,ADH4,HSPA12B,OGN,TNXB,LYVE1,LYVE1,SCARA5,DCN,PODN,SELENBP1,CDC27,CAVIN1,CYP4F12,LYVE1,CDC27,CDC27,LYVE1,EHD2,CAVIN1,MMP14,HPX,SELENBP1,CAVIN1,DCN,SPTAN1,SERPINC1,MMP14,PID1,ITIH5,TNXB,SPTAN1,LYVE1,SPTAN1,LYVE1,RECK,MGLL,CDC27,ADH4,TNXB,LYVE1,MGLL,ALB,MAPK3,PID1
10,PID1,OGN,PID1,SERPINA1,MMP14,GTPBP4,OGN,ABCA8,DPT,AGT,CDC27,SELENBP1,SERPINC1,ADH4,HPX,SCARA5,GTPBP4,SSC5D,APPL1,RECK,HPX,BCKDHA,PODN,PODN,MGLL,LYVE1,GTPBP4,CDC27,ITIH5,VIT,CDC27,MGLL,CAVIN1,PODN,CDC27,SCARA5,DPT,VIT,ITIH5,ADH4,CAVIN1,HSPA12B,CAVIN1,ADH4,SERPINC1,SPTBN1,LYVE1,ABCA8,CDC27,SOD3,OGN,CDC27,LYVE1,CFD,CAVIN1,HPX,OGN,SCARA5,HPX,LYVE1,TMOD2,BCKDHA,TMOD2,CDC27,DCN,ITIH5,SERPINC1,PODN,CAVIN1,CAVIN2,VIT,LYVE1,SOD3,LYVE1,ABLIM1,EHD2,DCN,KRT74,CYP4F12,CDC27,LYVE1,CDC27,SOD3,SPTAN1,SOD3,ITIH5,DPT,LUM,RECK,PID1,LUM,ALB,GTPBP4,CAVIN1,PID1,ANK2,CBFB,DCN,PID1,SERPINA6
11,RECK,DCN,MAPK3,AKAP12,MGLL,ABCA8,DCN,CAVIN1,CDC27,SERPINC1,TNS2,SOD3,TMOD2,CDC27,DCN,PODN,LYVE1,CAVIN1,NSUN2,CDC27,OGN,ITIH5,RECK,ABLIM1,CYP4F12,CDC27,AKAP12,ADAR,GTPBP4,HSPA12B,DPT,CDC27,ALB,HPX,OGN,ADH4,DCN,EHD2,EHD2,SCARA5,OGN,MGLL,OGN,RECK,HPX,ADH4,TNXB,PODN,SELENBP1,ITIH5,LYVE1,ADAR,DCN,KRT74,CDC27,RECK,CDC27,HPX,ADH4,CDC27,BCKDHA,MGLL,RECK,SOD3,ADAR,SPTBN1,HPX,SELENBP1,ITIH5,EHD2,ITIH5,NSUN2,TNXB,CAVIN1,SELENBP1,CAVIN1,CDC27,CYP4F12,DCN,GTPBP4,GTPBP4,MYBBP1A,MYBBP1A,ADD3,PID1,OGN,CDC27,DPT,VIT,SCARA5,AKAP12,PODN,SELENBP1,ANK2,SSC5D,CDC27,HPX,LUM,SOD3,ALB
12,MGLL,CDC27,CAVIN1,CAVIN1,SSC5D,DCN,CAVIN1,CDC27,OGN,SERPINA1,LYVE1,NSUN2,DPT,SCIN,PODN,HPX,TOP1,ABLIM1,DPT,PODN,CAVIN1,ABLIM1,DCN,AKAP12,SELENBP1,CYP4F12,CDC27,CAVIN1,PODN,DCN,TNXB,CYP4F12,PODN,SPTBN1,MMRN2,OGN,PODN,CDC27,HSPA12B,OGN,AKAP12,EHD2,CDC27,OGN,CDC27,SERPINA6,NSUN2,CDC27,CYP4F12,PID1,ITIH5,OGN,MMP14,DCN,NSUN2,CAVIN1,GTPBP4,ITIH5,HSPA12B,VIT,DCN,DPT,AKAP12,DPT,AKAP12,ADH1B,OGN,MAPK3,BCKDHA,TMOD2,OGN,TMOD2,MGLL,ABLIM1,SCARA5,LUM,OGN,SOD3,PODN,SELENBP1,OGN,CAVIN1,HPX,CAVIN1,LYVE1,PODN,SELENBP1,OGN,SOD3,MGLL,DPT,TUB,CAVIN1,CDC27,ITIH5,TOP1,MAPK3,PID1,SERPINC1,MGLL
13,SERPINA1,SOD3,MMP14,DCN,OGN,MMP14,ITIH5,DPT,LUM,HPX,AKAP12,SERPINA6,MAPK3,SELENBP1,CDC27,DCN,CAVIN1,TMOD2,SELENBP1,HPX,CDC27,OGN,CDC27,SCARA5,DCN,CAVIN1,SELENBP1,SERPINC1,CDC27,RECK,SOD3,KRT4,ANK2,SCARA5,SCARA5,ITIH5,CAVIN1,GTPBP4,KRT4,RECK,GTPBP4,SPTAN1,ITIH5,HSPA12B,GTPBP4,CDC27,MINDY1,CAVIN1,NFIA,PODN,CDC27,TOP1,CAVIN1,CYP4F12,PODN,ATP6V1C1,SPTBN1,DCN,CDC27,SSC5D,OGN,CYP4F12,HSPA12B,EHD2,TNXB,CDC27,AKAP12,DCN,SPTBN1,HPX,LYVE1,TOP1,PODN,PID1,TNXB,ITIH5,ITIH5,HPX,ITIH5,OGN,CAVIN1,OGN,GTPBP4,MMP14,ALB,TOP1,SERPINC1,BCKDHA,MMP14,SOD3,CDC27,CDC27,PODN,ITIH5,LYVE1,HPX,DCN,CYP4F12,OGN,AGT
14,CAVIN1,DPT,SCARA5,LUM,CDC27,ITIH5,DPT,DCN,MMP14,SPTBN1,ITIH5,DCN,KRT74,DPT,CAVIN1,MGLL,AKAP12,SELENBP1,CDC27,SERPINC1,DPT,PODN,SCARA5,CDC27,GTPBP4,TMOD2,TMOD2,OGN,OGN,AKAP12,NSUN2,DPT,SPTBN1,SERPINC1,CYP4F12,SPTBN1,SERPINC1,MMP14,AKAP12,BCKDHA,MINDY1,AKAP12,CYP4F12,CFD,CAVIN1,AHSG,CD34,OGN,MINDY1,SPTBN1,SERPINA6,CAVIN1,PODN,KRT13,DCN,SERPINC1,MYBBP1A,CDC27,SERPINC1,PODN,PODN,DCN,DPT,MGLL,OGN,AHSG,ABLIM1,CYP4F12,TNXB,ALB,SCARA5,LUM,ITIH5,SCARA5,ITIH5,DPT,CYP4F12,CDC27,OGN,PODN,DPT,CYP4F12,CDC27,SOD3,TNXB,MMP14,AKAP12,SERPINC1,SELENBP1,CDC27,CAVIN1,GTPBP4,MGLL,SOD3,HPX,SSC5D,ITIH5,CDC27,ABLIM1,CDC27
15,CDC27,CAVIN1,ITIH5,AGT,TNXB,SCARA5,VIT,ALB,MGLL,RECK,SCIN,MGLL,CDC27,DCN,ALB,CYP4F12,PODN,ALB,SOD3,MGLL,ABCA8,RECK,GTPBP4,OGN,SSC5D,ATP6V1C1,CAVIN1,RECK,MMP14,DPT,DCN,TMOD2,OGN,DPT,MMP14,CDC27,CDC27,ITIH5,DCN,GTPBP4,SCARA5,LUM,SERPINA6,MGLL,ADH4,OGN,OGN,TUB,GTPBP4,ADH1B,ADH4,SOD3,OGN,SCARA5,TNXB,ADH1B,MGLL,AKAP12,SELENBP1,SORBS2,IL33,TNXB,CAVIN1,SPTBN1,ITIH5,ADH4,SELENBP1,MMP14,GTPBP4,BCKDHA,SSC5D,DPT,MMP14,ABCA8,SOD3,CP,SOD3,CAVIN1,NSUN2,ADH4,DCN,DCN,ITIH5,SELENBP1,VIT,NSUN2,CYP4F12,TNXB,CAVIN1,ITIH5,VIT,DCN,AKAP12,APPL1,SCARA5,PODN,OGN,DPT,APPL1,PODN
16,ALB,ALB,TNXB,OGN,ADH4,MINDY1,MMP14,SERPINA1,ITIH5,MGLL,CYP4F12,CDC27,PODN,CYP4F12,CYP4F12,ITIH5,OGN,PODN,TNXB,ADAR,ADH4,MGLL,MGLL,TMOD2,DPT,OGN,SOD3,TMOD2,SOD3,CDC27,AKAP12,KRT74,ADH1B,SOD3,SELENBP1,GSTM5,SCARA5,PODN,RECK,AHSG,MMP14,HPX,SERPINC1,DPT,CYP4F12,PODN,HSPA12B,SOD3,RECK,SELENBP1,DCN,SORBS2,TMOD2,HPX,SERPINC1,MINDY1,DCN,ADH4,PODN,CFD,MINDY1,ADH4,SELENBP1,TMOD2,MGLL,MMP14,TNXB,CD34,SELENBP1,PODN,SPTBN1,OGN,CDC27,OGN,AKAP12,SPTBN1,DPT,ANK2,HPX,CAVIN1,SSC5D,TNXB,ANK2,CYP4F12,MMRN2,SCARA5,DCN,SSC5D,ITIH5,PODN,HPX,SSC5D,DPT,SPTBN1,KRT74,VIT,SERPINA1,TMOD2,KRT74,TF
17,SPTBN1,AKAP12,DCN,KRT74,DCN,CDC27,SELENBP1,CYP4F12,PODN,DCN,CAVIN1,ITIH5,HPX,SPTBN1,TF,ADH4,MGLL,HSPA12B,KRT13,CAVIN1,SOD3,CYP4F12,ITIH5,ADH1B,ITIH5,PODN,PODN,VIT,ADH4,CYP4F12,TOP1,SCARA5,CDC27,MGLL,ABLIM1,ATP6V1C1,BTD,SELENBP1,LYVE1,TMOD2,KRT74,CDC27,TUB,VIT,MGLL,CYP4F12,ATP6V1C1,TOP1,AKAP12,HSPA12B,SOD3,ABCA8,RECK,CAVIN1,SSC5D,PODN,MINDY1,PODN,MINDY1,NFIA,TOP1,MMP14,ADH4,SELENBP1,SOD3,IL33,CAVIN1,NSUN2,DCN,DPT,IL33,SOD3,DPT,SUCLG2,CYP4F12,OGN,MGLL,TMOD2,GTPBP4,SOD3,SCARA5,MMP14,SCARA5,AKAP12,TF,CAVIN1,CFD,SELENBP1,AKAP12,ADAR,ADH4,AKAP12,CYP4F12,SELENBP1,CDC27,OGN,AKAP12,AKAP12,KRT13,SERPINA1
18,DCN,MMP14,PODN,KRT4,TOP1,OGN,CYP4F12,SERPINC1,VIT,ADH4,SORBS2,OGN,DCN,TMOD2,SCARA5,HSPA12B,SSC5D,ITIH5,MAPK3,DPT,BCKDHA,SOD3,TNXB,SELENBP1,BCKDHA,AKAP12,TOP1,CYP4F12,TMOD2,ADD3,HPX,MMP14,SOD3,RECK,SERPINC1,AKAP12,NSUN2,SSC5D,C2orf54,MGLL,TMOD2,PODN,SOD3,LUM,DPT,MGLL,SCARA5,MINDY1,DPT,CAVIN1,MMP14,AKAP12,SPTBN1,SERPINC1,BCKDHA,DCN,ABCA8,MMP14,CAVIN1,ATP6V1C1,SOD3,PODN,APPL1,ADD3,SERPINC1,OGN,SCARA5,ADH4,SOD3,GTPBP4,ANK2,TNXB,SELENBP1,SOD3,CD34,VIT,MMP14,SERPINC1,SCARA5,BCKDHA,SUOX,ALB,SERPINC1,SPTBN1,CDC27,CDC27,TMOD2,ITIH5,PODN,KRT74,ITIH5,RECK,SCARA5,MMP14,ALB,ITIH5,SCARA5,ADH4,MGLL,DCN
19,OGN,ITIH5,NSUN2,SPTBN1,ITIH5,CFD,SPTBN1,SOD3,CAVIN1,CAVIN1,SOD3,TNXB,CAVIN1,MGLL,ADH4,CDC27,SOD3,MGLL,MINDY1,SOD3,PODN,SELENBP1,OGN,CYP4F12,ADH4,SOD3,RECK,SOD3,ADH1B,TMOD2,ADH4,ATP6V1C1,SELENBP1,GTPBP4,TNXB,RECK,GTPBP4,HSPA12B,MGLL,CAVIN1,MGLL,SELENBP1,PODN,SCARA5,PODN,HPX,SSC5D,TNXB,CAVIN1,TMOD2,ADH1B,TMOD2,CYP4F12,MGLL,TMOD2,DPT,LUM,CAVIN1,SOD3,CAVIN1,TNXB,PRELP,CYP4F12,ALDH9A1,CDC27,CYP4F12,HSPA12B,SCARA5,SERPINC1,ADAR,SELENBP1,ITIH5,AKAP12,SELENBP1,ANK2,SOD3,SERPINA1,ALB,CDC27,SCARA5,MGLL,SOD3,SPTBN1,ITIH5,CAVIN1,MINDY1,PODN,CDC27,CYP4F12,OGN,HSPA12B,ITIH5,HPX,CYP4F12,MINDY1,SERPINC1,CNN2,SELENBP1,TNXB,ABCA8
20,SOD3,SERPINA6,TOP1,CDC27,SELENBP1,TNXB,TOP1,SELENBP1,TNXB,AKAP12,MMRN2,SERPINC1,ALB,HPX,TOP1,MMP14,SCARA5,BTD,TMOD2,MMP14,MGLL,TNXB,AKAP12,HPX,MMP14,MMP14,SPTBN1,PODN,DCN,PODN,CAVIN1,ABLIM1,OLFML1,TNXB,ITIH5,SOD3,LUM,TNXB,OLFML1,SERPINC1,BCKDHA,BCKDHA,MYBBP1A,AKAP12,AKAP12,AGT,ABLIM1,HPX,PODN,AKAP12,TF,SCARA5,DPT,CDC27,DPT,VIT,AKAP12,DPT,GTPBP4,MINDY1,CAVIN1,ITIH5,SOD3,RECK,TNS2,AKAP12,SOD3,TNXB,ADH4,VIT,TMOD2,ADH4,ADH4,GTPBP4,MGLL,MGLL,PODN,SPTBN1,SOD3,MGLL,MMP14,DPT,CAVIN1,VIT,CYP4F12,SSC5D,SOD3,GTPBP4,APPL1,TNXB,SELENBP1,TMOD2,DCN,DCN,NSUN2,RECK,SASH1,AHSG,DCN,CAVIN1
21,TF,SELENBP1,RECK,SERPINC1,SPTBN1,SORBS2,HPX,BCKDHA,HPX,ALB,TOP1,PODN,AKAP12,LUM,MAPK3,SERPINC1,SELENBP1,SPTBN1,MMP14,CFD,AGT,NSUN2,SELENBP1,SPTBN1,CBFB,SCARA5,MMP14,SCARA5,MGLL,MMP14,SCARA5,SCIN,ABLIM1,MINDY1,SOD3,MMP14,SSC5D,SCARA5,SCARA5,SERPINA6,DCN,ALB,KRT74,SELENBP1,DCN,RECK,RECK,DCN,HPX,ADH4,SERPINC1,PODN,MGLL,ADH4,SOD3,CDC27,PODN,GTPBP4,RECK,NSUN2,CFD,SCARA5,PODN,ITIH5,CYP4F12,TMOD2,MMP14,DPT,VIT,CDC27,PLAU,CFD,SSC5D,CYP4F12,KRT74,CDC27,SERPINC1,TF,TNXB,DPT,RECK,PODN,RECK,TMOD2,MMP14,ATP6V1C1,ABLIM1,SPTBN1,TMOD2,SELENBP1,TNXB,CYP4F12,SOD3,ADH1B,DCN,SELENBP1,KRT74,GTPBP4,ANK2,CYP4F12
22,BCKDHA,SCARA5,AHSG,PODN,SOD3,HSPA12B,BCKDHA,MGLL,MAPK3,SERPINA6,PODN,AHSG,SCIN,SCARA5,GTPBP4,TOP1,RECK,CYP4F12,KRT74,SCARA5,LUM,NCBP2,SPTBN1,DCN,CAVIN1,DCN,DPT,SELENBP1,HPX,SPTBN1,MMP14,AKAP12,HPX,AKAP12,DCN,ANK2,TMOD2,ABLIM1,GTPBP4,AGT,ABLIM1,PRELP,HPX,CD34,TOP1,SCARA5,MMP14,SORBS2,BCKDHA,CDC27,SELENBP1,ADH4,ANK2,SPTBN1,GTPBP4,SERPINA1,SELENBP1,NSUN2,TMOD2,ABLIM1,NCBP2,AHSG,CDC27,AKAP12,HPX,VIT,GTPBP4,ITIH5,SSC5D,SELENBP1,ABCA8,AKAP12,GSTM5,ANK2,APPL1,PODN,ADH4,PODN,SPTBN1,NSUN2,MYBBP1A,MGLL,TMOD2,ADH1B,HPX,MGLL,CAVIN1,AKAP12,HSPA12B,ADH4,OGN,OGN,ITIH5,TMOD2,PODN,SOD3,CAVIN1,TF,SERPINA1,BTD
23,TNXB,SERPINC1,CYP4F12,DPT,CAVIN1,PODN,MGLL,ITIH5,SPTBN1,TMOD2,CLEC3B,DPT,SOD3,PODN,MMP14,MAPK3,MMP14,NSUN2,HPX,ADH1B,SORBS3,TNS2,SOD3,ABCA8,SOD3,ANK2,CYP4F12,CFD,SELENBP1,SCARA5,CYP4F12,CFD,ADH4,DCN,PODN,VIT,SPTBN1,CAVIN1,PODN,HPX,PODN,SPTBN1,RECK,GTPBP4,TMOD2,CAVIN1,DCN,AKAP12,LUM,RECK,ANK2,CYP4F12,SCARA5,ADAR,AGT,TMOD2,CYP4F12,SELENBP1,DCN,SERPINC1,DPT,VIT,VIT,VIT,TMOD2,MAPK3,ITIH5,CDC27,KRT74,SOD3,TOP1,SPTBN1,VIT,SSC5D,SSC5D,SCARA5,CAVIN1,DPT,TMOD2,TNS2,LUM,ITIH5,ALB,HPX,DCN,ANK2,ADAR,SOD3,CDC27,MAPK3,ADH1B,SERPINC1,KRT74,HPX,MGLL,SORBS2,FNDC3B,SERPINA6,SORBS2,SPTBN1
