,LogR,RF,MLP,SVC
0,0.9224806201550387,0.9302325581395349,0.9069767441860465,0.7441860465116279
1,0.9457364341085271,0.9302325581395349,0.8914728682170543,0.8992248062015504
2,0.9689922480620154,0.9612403100775194,0.9844961240310077,0.9689922480620154
3,0.937984496124031,0.9689922480620154,0.937984496124031,0.6976744186046512
4,0.9224806201550387,0.9457364341085271,0.9457364341085271,0.751937984496124
5,0.9612403100775194,0.9767441860465116,0.937984496124031,0.9224806201550387
6,0.9844961240310077,0.9534883720930233,0.9767441860465116,0.9612403100775194
7,0.9534883720930233,0.9534883720930233,0.9612403100775194,0.9689922480620154
8,0.9612403100775194,0.9612403100775194,0.9612403100775194,0.8527131782945736
9,0.9612403100775194,0.9689922480620154,0.9612403100775194,0.9689922480620154
10,0.937984496124031,0.9224806201550387,0.9147286821705426,0.8372093023255814
11,0.9147286821705426,0.9457364341085271,0.9224806201550387,0.7674418604651163
12,0.9302325581395349,0.9069767441860465,0.9302325581395349,0.813953488372093
13,0.9844961240310077,0.9689922480620154,0.9767441860465116,0.9069767441860465
14,0.9612403100775194,0.9689922480620154,0.9612403100775194,0.937984496124031
15,0.9534883720930233,0.9612403100775194,0.9689922480620154,0.937984496124031
16,0.9147286821705426,0.9147286821705426,0.8992248062015504,0.7441860465116279
17,0.9767441860465116,0.9689922480620154,0.9534883720930233,0.9612403100775194
18,0.9457364341085271,0.9457364341085271,0.937984496124031,0.9457364341085271
19,0.9612403100775194,0.9534883720930233,0.9689922480620154,0.9612403100775194
20,0.9534883720930233,0.9689922480620154,0.9457364341085271,0.9534883720930233
21,0.9767441860465116,0.9767441860465116,0.9612403100775194,0.9767441860465116
22,0.9689922480620154,0.9767441860465116,0.9612403100775194,0.9689922480620154
23,0.9612403100775194,0.9534883720930233,0.9534883720930233,0.8294573643410853
24,0.8914728682170543,0.8682170542635659,0.8062015503875969,0.7131782945736435
25,0.9612403100775194,0.9767441860465116,0.9457364341085271,0.9612403100775194
26,0.9069767441860465,0.9534883720930233,0.937984496124031,0.6821705426356589
27,0.8527131782945736,0.9069767441860465,0.9069767441860465,0.6589147286821705
28,0.9612403100775194,0.9612403100775194,0.937984496124031,0.9689922480620154
29,0.9689922480620154,0.9612403100775194,0.9844961240310077,0.9844961240310077
30,0.9534883720930233,0.9612403100775194,0.9457364341085271,0.9457364341085271
31,0.9069767441860465,0.937984496124031,0.9457364341085271,0.875968992248062
32,0.9457364341085271,0.937984496124031,0.9147286821705426,0.937984496124031
33,0.9689922480620154,0.9534883720930233,0.9534883720930233,0.9534883720930233
34,0.8837209302325582,0.8992248062015504,0.875968992248062,0.6821705426356589
35,0.8914728682170543,0.9224806201550387,0.9147286821705426,0.689922480620155
36,0.9612403100775194,0.9689922480620154,0.9689922480620154,0.9689922480620154
37,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9844961240310077
38,0.9844961240310077,0.9689922480620154,0.9844961240310077,0.8682170542635659
39,0.9147286821705426,0.9224806201550387,0.9069767441860465,0.689922480620155
40,0.9534883720930233,0.9767441860465116,0.9767441860465116,0.937984496124031
41,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9689922480620154
42,0.9457364341085271,0.9457364341085271,0.9224806201550387,0.8372093023255814
43,0.937984496124031,0.9457364341085271,0.9689922480620154,0.8527131782945736
44,0.9922480620155039,0.9922480620155039,0.9612403100775194,0.9844961240310077
45,0.9457364341085271,0.9844961240310077,0.9612403100775194,0.8992248062015504
46,0.937984496124031,0.937984496124031,0.8837209302325582,0.8682170542635659
47,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9767441860465116
48,0.9457364341085271,0.9457364341085271,0.937984496124031,0.9147286821705426
49,0.937984496124031,0.9457364341085271,0.9147286821705426,0.7751937984496124
50,0.9224806201550387,0.9147286821705426,0.8992248062015504,0.7054263565891473
51,0.937984496124031,0.9224806201550387,0.9224806201550387,0.875968992248062
52,0.9534883720930233,0.9457364341085271,0.937984496124031,0.9457364341085271
53,0.9534883720930233,0.9612403100775194,0.937984496124031,0.937984496124031
54,0.9767441860465116,0.9612403100775194,0.9689922480620154,0.9844961240310077
55,0.9534883720930233,0.9689922480620154,0.9767441860465116,0.9534883720930233
56,0.9302325581395349,0.9534883720930233,0.9224806201550387,0.7286821705426356
57,0.8992248062015504,0.9457364341085271,0.9224806201550387,0.7286821705426356
58,0.9612403100775194,0.9534883720930233,0.9689922480620154,0.9534883720930233
59,0.9224806201550387,0.937984496124031,0.875968992248062,0.8217054263565892
60,0.9534883720930233,0.9457364341085271,0.9457364341085271,0.8604651162790697
61,0.937984496124031,0.9689922480620154,0.937984496124031,0.7054263565891473
62,0.9534883720930233,0.9457364341085271,0.9689922480620154,0.9612403100775194
63,0.9224806201550387,0.9224806201550387,0.8914728682170543,0.8449612403100775
64,0.937984496124031,0.9534883720930233,0.9147286821705426,0.9302325581395349
65,0.9844961240310077,0.9767441860465116,0.9534883720930233,0.9844961240310077
66,0.9224806201550387,0.9069767441860465,0.8914728682170543,0.7984496124031008
67,0.9767441860465116,0.9534883720930233,0.9612403100775194,0.9689922480620154
68,0.9302325581395349,0.9457364341085271,0.8992248062015504,0.8682170542635659
69,0.9689922480620154,0.9689922480620154,0.9302325581395349,0.9534883720930233
70,0.9147286821705426,0.9534883720930233,0.9069767441860465,0.8527131782945736
71,0.9147286821705426,0.8914728682170543,0.875968992248062,0.8837209302325582
72,0.9224806201550387,0.937984496124031,0.9457364341085271,0.7751937984496124
73,0.937984496124031,0.937984496124031,0.9224806201550387,0.8914728682170543
74,0.9689922480620154,0.9689922480620154,0.9689922480620154,0.9612403100775194
75,0.9612403100775194,0.937984496124031,0.937984496124031,0.8217054263565892
76,0.9534883720930233,0.9612403100775194,0.9612403100775194,0.937984496124031
77,0.937984496124031,0.9302325581395349,0.9147286821705426,0.6976744186046512
78,0.9302325581395349,0.9069767441860465,0.937984496124031,0.813953488372093
79,0.9302325581395349,0.9302325581395349,0.875968992248062,0.9302325581395349
80,0.8837209302325582,0.9224806201550387,0.875968992248062,0.7674418604651163
81,0.9147286821705426,0.937984496124031,0.8682170542635659,0.7984496124031008
82,0.9689922480620154,0.9689922480620154,0.9844961240310077,0.9689922480620154
83,0.9844961240310077,0.9767441860465116,0.9922480620155039,0.9922480620155039
84,0.9612403100775194,0.9767441860465116,0.9147286821705426,0.9147286821705426
85,0.9302325581395349,0.9302325581395349,0.9457364341085271,0.7906976744186046
86,0.9922480620155039,0.9844961240310077,0.9844961240310077,0.9612403100775194
87,0.937984496124031,0.9147286821705426,0.8992248062015504,0.937984496124031
88,0.9689922480620154,0.9689922480620154,0.9922480620155039,0.9689922480620154
89,0.937984496124031,0.9457364341085271,0.9457364341085271,0.7131782945736435
90,0.9689922480620154,0.9844961240310077,0.9689922480620154,0.9689922480620154
91,0.9767441860465116,0.9844961240310077,0.9844961240310077,0.9689922480620154
92,0.9689922480620154,0.9612403100775194,0.9844961240310077,0.9612403100775194
93,0.9767441860465116,0.9689922480620154,0.9767441860465116,0.9689922480620154
94,0.9689922480620154,0.9612403100775194,0.9689922480620154,0.9767441860465116
95,0.8992248062015504,0.9612403100775194,0.9302325581395349,0.751937984496124
96,0.8992248062015504,0.937984496124031,0.8837209302325582,0.8527131782945736
97,0.9844961240310077,1.0,0.9922480620155039,0.9922480620155039
98,0.9302325581395349,0.937984496124031,0.937984496124031,0.8217054263565892
99,0.9147286821705426,0.8837209302325582,0.8837209302325582,0.7984496124031008
